gene_name	rep	condition	total	sup	pel
gSpikein_ERCC-00092	1	1	159	41	21
ENSG00000001461.16	2	1	1409	1232	441
ENSG00000004975.11	2	1	398	632	1658
ENSG00000006282.20	2	1	2943	5377	12972
ENSG00000007255.10	2	1	797	1670	416
ENSG00000010270.13	2	1	11214	4836	2419
ENSG00000010278.13	2	1	1528	1128	290
ENSG00000011143.16	2	1	1296	1002	1524
ENSG00000011426.10	2	1	2482	1156	3390
ENSG00000011451.19	2	1	548	1385	3093
ENSG00000011485.14	2	1	11767	18715	12059
ENSG00000012124.16	2	1	27987	28882	18189.11
ENSG00000014216.15	2	1	6788	6306	10083
ENSG00000014914.20	2	1	33	17	108
ENSG00000017797.12	2	1	7577	6445	2337
ENSG00000019144.18	2	1	13	21	34
ENSG00000044090.8	2	1	4847	6586	11548
ENSG00000051128.18	2	1	434	788	722
ENSG00000060069.16	2	1	1590	1769	3617
ENSG00000060558.3	2	1	1784	2826	801
ENSG00000060749.15	2	1	5488	2649	4052
ENSG00000062822.13	2	1	3910	11130	20388
ENSG00000065526.10	2	1	2227	2448	8208.99
ENSG00000066027.11	2	1	6569	3112	1294
ENSG00000066651.19	2	1	6692	1631	5329
ENSG00000068394.10	2	1	2215	2609	1001
ENSG00000070444.14	2	1	406	561	1454
ENSG00000070814.19	2	1	2835	4042	6023
ENSG00000071889.16	2	1	597	1292	1491
ENSG00000072571.19	2	1	8504	1782	3229
ENSG00000072682.18	2	1	828	693	303
ENSG00000073921.17	2	1	10456	4444	3550
ENSG00000075856.11	2	1	7452	5712	7066.04
ENSG00000077235.17	2	1	5075	5369	9287
ENSG00000078401.6	2	1	678	604	510
ENSG00000078674.17	2	1	19021	6313	9439
ENSG00000078902.15	2	1	2143	3892	2893
ENSG00000079387.13	2	1	8463	4668	1873
ENSG00000079950.13	2	1	13247	4184	8067
ENSG00000080824.18	2	1	116675.86	43340.43	22435.92
ENSG00000081665.13	2	1	868	400	306
ENSG00000082781.11	2	1	735	911	328
ENSG00000083290.19	2	1	598	373	278
ENSG00000084676.15	2	1	10608	8769	3580
ENSG00000085433.15	2	1	2141	877	721
ENSG00000086061.15	2	1	22916	9095	4012
ENSG00000088387.18	2	1	332	197	340
ENSG00000089009.15	2	1	111420.94	72716.88	13787.88
ENSG00000089327.14	2	1	3309	8418	1864
ENSG00000089486.16	2	1	1364	1440	1014
ENSG00000091127.13	2	1	2644	1296	981
ENSG00000091656.16	2	1	16	22	24
ENSG00000093010.13	2	1	1595	2986	1886
ENSG00000094804.10	2	1	4623	2618	1728
ENSG00000094914.12	2	1	4507	7449	6494
ENSG00000095321.16	2	1	60	109	110
ENSG00000099797.14	2	1	2012.5	3376.59	2568.63
ENSG00000100154.14	2	1	37	37	62
ENSG00000100167.20	2	1	91	69	70
ENSG00000100387.8	2	1	11559	9295	1942
ENSG00000100603.13	2	1	6138	2572	1548
ENSG00000100804.18	2	1	7459	9888	1958
ENSG00000100918.12	2	1	549	566	3827
ENSG00000100982.11	2	1	1225	2578	3060
ENSG00000101181.17	2	1	2108	4317	1333
ENSG00000101421.3	2	1	5160	4009	998
ENSG00000101557.14	2	1	5622	2015	1860
ENSG00000101871.14	2	1	25	23	32
ENSG00000101898.6	2	1	70.7	26.2	105.85
ENSG00000103496.14	2	1	2287	2179	2112
ENSG00000103769.9	2	1	15696	7495	2833
ENSG00000104047.14	2	1	1742	447	1205
ENSG00000104093.13	2	1	3774	1796	4225
ENSG00000104738.17	2	1	38592	43199	14860
ENSG00000104856.13	2	1	2274	4823	2738
ENSG00000104899.7	2	1	18	77	1212
ENSG00000105722.9	2	1	2563	3579	7537
ENSG00000106302.9	2	1	83	16	48
ENSG00000106346.11	2	1	1267	1045	1434
ENSG00000106992.18	2	1	79.56	103.04	270.16
ENSG00000107518.17	2	1	8	11	11
ENSG00000107897.18	2	1	4083	1527	1056
ENSG00000108175.16	2	1	1681	2376	7168
ENSG00000108448.21	2	1	559.4	544.27	209.56
ENSG00000108599.14	2	1	4099	1919	1349
ENSG00000108821.13	2	1	360	535	6947.64
ENSG00000108961.13	2	1	2975	5218	1873
ENSG00000109103.11	2	1	17093	22128	23051
ENSG00000111452.12	2	1	1038	1225	3010
ENSG00000111639.7	2	1	5786	4533	1196
ENSG00000111642.15	2	1	19209	17578	30004.16
ENSG00000111670.15	2	1	9840	5780	2263
ENSG00000111752.10	2	1	2185.59	2612.25	4856.17
ENSG00000111775.2	2	1	17013.08	28066.14	15409.88
ENSG00000111859.16	2	1	16862	15865	5958
ENSG00000111877.17	2	1	818	387	1169
ENSG00000111880.15	2	1	4997	1832	1499
ENSG00000112208.11	2	1	2977	1008	545
ENSG00000112977.15	2	1	4093	7478	2091
ENSG00000113812.13	2	1	3807	2564	1817
ENSG00000114115.9	2	1	26	35	11
ENSG00000115561.15	2	1	4512	2450	641.46
ENSG00000115902.10	2	1	6215	6571	3537
ENSG00000116005.11	2	1	877	491	79
ENSG00000116273.5	2	1	984	803	1530
ENSG00000116539.12	2	1	11693	6251	10356.08
ENSG00000116833.13	2	1	153	30	10
ENSG00000116857.16	2	1	2757	3794	1387
ENSG00000116885.18	2	1	74	60	23
ENSG00000117748.9	2	1	10485	7558	2264
ENSG00000117877.10	2	1	807	1100	275
ENSG00000118432.12	2	1	738	668	1552
ENSG00000118482.11	2	1	10441	2491	13574.99
ENSG00000118689.14	2	1	1424.13	979.94	528.92
ENSG00000119655.10	2	1	2489	1792	531
ENSG00000120594.16	2	1	305	167	154
ENSG00000120675.5	2	1	5565	3340	1701
ENSG00000121653.11	2	1	21	48	112
ENSG00000121753.12	2	1	50	85	258
ENSG00000121851.12	2	1	1185	679	233
ENSG00000122687.17	2	1	3785	3382	948
ENSG00000123374.10	2	1	8721	8361	2768
ENSG00000123992.19	2	1	5103	8113	4948
ENSG00000124103.8	2	1	11	6	23.04
ENSG00000124104.18	2	1	36	71	45
ENSG00000124275.14	2	1	6536	3978	3631
ENSG00000124507.10	2	1	1372	2007	2135.69
ENSG00000124508.16	2	1	7993.59	5069	9783.81
ENSG00000124767.6	2	1	15118	5334	1581
ENSG00000125245.12	2	1	943	591	287
ENSG00000125304.9	2	1	12947.8	5312.17	2863.74
ENSG00000125870.10	2	1	7143	2342	1350
ENSG00000125875.13	2	1	3366	4333	2432
ENSG00000126003.6	2	1	2255	3836	1833
ENSG00000127838.13	2	1	4578	4892	3602
ENSG00000128185.9	2	1	943.87	2462.6	649.4
ENSG00000128311.13	2	1	505	1262	388
ENSG00000128573.24	2	1	269	183	89
ENSG00000128609.14	2	1	5124.02	666	796
ENSG00000129158.10	2	1	1222	1058	600.42
ENSG00000130005.12	2	1	489	1029	299
ENSG00000130413.15	2	1	1609	575	1837
ENSG00000130414.11	2	1	13837	11851	10515
ENSG00000130520.10	2	1	5907	12396	2852
ENSG00000130544.11	2	1	1745	1220	919
ENSG00000130649.9	2	1	27	31	172
ENSG00000130830.14	2	1	184	234	136
ENSG00000130881.13	2	1	31.32	268.73	326.33
ENSG00000131069.19	2	1	192	226	167
ENSG00000131462.7	2	1	3406.87	11381.45	7186.27
ENSG00000131503.20	2	1	14127.6	8864.72	7735.02
ENSG00000131979.18	2	1	4102	1719	715
ENSG00000132141.13	2	1	145	52	45
ENSG00000132432.13	2	1	3171	1333	574
ENSG00000132950.18	2	1	1427	426	362
ENSG00000132952.11	2	1	4208	1807	1642
ENSG00000133030.20	2	1	8423.46	9173.75	12505.76
ENSG00000133138.19	2	1	572	172	193
ENSG00000133606.10	2	1	8405	5729	2746
ENSG00000133805.15	2	1	4892	3660	3795
ENSG00000133818.13	2	1	6064.74	1597.7	920.12
ENSG00000134001.12	2	1	13233	3912	2344
ENSG00000134108.12	2	1	4695	2840	1406
ENSG00000134375.10	2	1	8071	3486	1540
ENSG00000134516.16	2	1	45098	36519	20544
ENSG00000134775.15	2	1	4709	4117	3766
ENSG00000135046.13	2	1	2175	921	488
ENSG00000135211.5	2	1	1708	538	218
ENSG00000135437.9	2	1	234.15	381.07	515.01
ENSG00000135486.17	2	1	62208.3	46562.88	25482.01
ENSG00000135525.18	2	1	13	9	17
ENSG00000135617.3	2	1	451	849	167
ENSG00000135763.9	2	1	3757	4582	1941
ENSG00000136051.14	2	1	11122	2821	4037
ENSG00000136448.11	2	1	11762	13058	7256
ENSG00000137101.12	2	1	202	175	355
ENSG00000137185.12	2	1	2631	1437	1181
ENSG00000137767.13	2	1	6706	4808	1222
ENSG00000137818.11	2	1	40229.07	96700.91	15549.85
ENSG00000138764.14	2	1	8007	1684	1923
ENSG00000138794.9	2	1	2395	1650	374
ENSG00000139269.2	2	1	303	444	70
ENSG00000139410.14	2	1	113	311	56
ENSG00000140153.17	2	1	2046	1689	1053
ENSG00000140525.17	2	1	15643	8878	11157
ENSG00000140612.13	2	1	7590	2648	1166
ENSG00000141012.12	2	1	225	251	773
ENSG00000141086.17	2	1	92.04	210.42	451.11
ENSG00000141380.13	2	1	16558	14228	7661
ENSG00000141867.17	2	1	1074	1164	6666
ENSG00000142347.17	2	1	449	790	519
ENSG00000143110.11	2	1	133	44	157
ENSG00000143318.12	2	1	74	35	120
ENSG00000143412.9	2	1	40	35	14
ENSG00000143603.18	2	1	5670	4959	3404
ENSG00000144026.11	2	1	970	410	1177
ENSG00000144036.15	2	1	707	390	348
ENSG00000144485.10	2	1	44	130	148
ENSG00000145012.13	2	1	37	9	26
ENSG00000145526.11	2	1	22	11	9
ENSG00000146112.11	2	1	9397	9772	13790
ENSG00000146247.13	2	1	8395	2782	10739
ENSG00000146670.9	2	1	5644	7414	2937
ENSG00000147394.18	2	1	228	204	93
ENSG00000147443.12	2	1	1087	2048	1243
ENSG00000147894.15	2	1	1373	231	921
ENSG00000148331.11	2	1	1097	1773	1579
ENSG00000148688.13	2	1	2630	1349	978.05
ENSG00000148841.16	2	1	1559	1985	1016
ENSG00000149115.13	2	1	449	499	1168
ENSG00000149136.8	2	1	29165	27372	11753
ENSG00000149646.12	2	1	160	154	96
ENSG00000149970.15	2	1	122	65	97
ENSG00000151500.14	2	1	3048	2218	1269
ENSG00000151748.14	2	1	2518.58	1253.13	373.94
ENSG00000151917.17	2	1	127	46	22
ENSG00000152785.6	2	1	282	131	78
ENSG00000153443.12	2	1	206	542	1241
ENSG00000154237.12	2	1	6554	6491	12376
ENSG00000154710.17	2	1	4079.39	2381.43	1221.95
ENSG00000155158.20	2	1	308	125	138
ENSG00000155324.9	2	1	2880	1424	1165
ENSG00000156599.10	2	1	9050	9917	3949
ENSG00000156711.16	2	1	1256	1589	1496
ENSG00000156876.9	2	1	1448	321	818
ENSG00000157306.14	2	1	112.85	86.46	361.57
ENSG00000157796.17	2	1	1941	811	1600
ENSG00000158169.13	2	1	2071	2288	1316
ENSG00000158517.13	2	1	10203.75	16691.97	19515.97
ENSG00000158805.11	2	1	1040	1778	8408
ENSG00000159210.9	2	1	2869	3469	791
ENSG00000159904.11	2	1	172.79	122.87	207.76
ENSG00000160410.14	2	1	3020	6339	5110
ENSG00000160563.13	2	1	2546.26	3282.26	923.82
ENSG00000161204.11	2	1	3828	5238	8580
ENSG00000161328.10	2	1	107	225	698
ENSG00000162063.12	2	1	3496	6758	5479
ENSG00000162337.11	2	1	1216	2098	2851
ENSG00000162433.14	2	1	25511.03	12727.02	3160.35
ENSG00000162576.16	2	1	12	24	43
ENSG00000162639.15	2	1	374	171	87
ENSG00000162910.18	2	1	1206	2881	2589
ENSG00000162972.10	2	1	1704	1101.35	356
ENSG00000163281.11	2	1	2894	942	825
ENSG00000163288.13	2	1	56	41	55
ENSG00000163864.16	2	1	77	48	57
ENSG00000164104.11	2	1	23396	9708	4746
ENSG00000164182.10	2	1	1127.91	371	142
ENSG00000164309.14	2	1	100	56	156
ENSG00000164620.8	2	1	183	379	1977
ENSG00000164880.15	2	1	1702	3896	20815
ENSG00000164978.17	2	1	2061	1774	338
ENSG00000165271.16	2	1	5109	5448	6850
ENSG00000165630.13	2	1	1793.32	500.96	511.19
ENSG00000165650.11	2	1	5114	2921	1814
ENSG00000165669.13	2	1	2242	936	1690
ENSG00000165752.16	2	1	38	44	14
ENSG00000165792.17	2	1	7780	8047	12883.94
ENSG00000165804.15	2	1	159	368	462
ENSG00000165861.13	2	1	2287	1854	1531
ENSG00000165914.14	2	1	11	15	7
ENSG00000166233.14	2	1	8742	4176	3629
ENSG00000166260.11	2	1	3655	2605	1999
ENSG00000166289.5	2	1	1543	3629	1914
ENSG00000166441.12	2	1	38501.61	56794.13	7467.47
ENSG00000166526.16	2	1	3235	2425	2222
ENSG00000166743.9	2	1	12	15	11
ENSG00000166886.12	2	1	4152	5678	3863
ENSG00000167182.14	2	1	251	468	718
ENSG00000167553.15	2	1	44035.53	67081.3	11149.21
ENSG00000167699.13	2	1	8476	3386	2600
ENSG00000168061.14	2	1	312	1135	536
ENSG00000168273.7	2	1	521	461	226
ENSG00000168301.12	2	1	765	359	184
ENSG00000169032.9	2	1	12259	7144	2596
ENSG00000169057.21	2	1	2711	2524	3498
ENSG00000169251.12	2	1	7785	2528	2011
ENSG00000169609.13	2	1	1927	1538	988
ENSG00000169752.16	2	1	397	181	129
ENSG00000170190.15	2	1	27	81	117
ENSG00000170417.15	2	1	469	180	95
ENSG00000170584.10	2	1	3065	1974	638
ENSG00000170852.10	2	1	3787	1332	1587
ENSG00000171101.13	2	1	162	195	115
ENSG00000171307.18	2	1	1940	3286	1181
ENSG00000171522.5	2	1	712	765	695
ENSG00000171790.15	2	1	27	14	104
ENSG00000172062.16	2	1	4290.54	1920.62	1363.72
ENSG00000172081.13	2	1	39119	52002	12317
ENSG00000172534.13	2	1	1164	3038	10138
ENSG00000172590.18	2	1	1553	1969	676
ENSG00000173077.15	2	1	37	14	10
ENSG00000173145.11	2	1	8406	2754	3678
ENSG00000173218.14	2	1	849	1031	518
ENSG00000173221.13	2	1	9783	4904	1865
ENSG00000173230.15	2	1	8102	3359	5612.76
ENSG00000173402.11	2	1	1797	1611	936
ENSG00000173575.20	2	1	14180.73	8923.67	14425.67
ENSG00000173638.18	2	1	762	2041	2459.19
ENSG00000173926.5	2	1	1542	2381	800
ENSG00000174013.7	2	1	3751	1309	484
ENSG00000174502.18	2	1	71	72	35
ENSG00000174943.10	2	1	2126	2281	3161
ENSG00000175087.9	2	1	1828	590	293
ENSG00000175787.16	2	1	1493	1041	810
ENSG00000176222.8	2	1	205.26	47.4	60.83
ENSG00000176248.8	2	1	2257	3464	10524
ENSG00000177034.15	2	1	5723	1968	2574
ENSG00000177098.8	2	1	84	55	44
ENSG00000177103.13	2	1	46	65	135
ENSG00000177427.12	2	1	496	892	885
ENSG00000177697.18	2	1	2343	4193	4240
ENSG00000177728.16	2	1	2294	2506	16757
ENSG00000178502.5	2	1	1051	728	244
ENSG00000178567.7	2	1	11759	4458	7929.47
ENSG00000178607.15	2	1	1936	1401	2305
ENSG00000178700.7	2	1	1025	477	181
ENSG00000179387.9	2	1	1877	426	791
ENSG00000180228.12	2	1	5273	3340	1357
ENSG00000180530.10	2	1	3656	1183	1845
ENSG00000180694.13	2	1	5558	2313	1032
ENSG00000180822.11	2	1	1549	2601	2610
ENSG00000181026.14	2	1	7144	9724	7856
ENSG00000182117.5	2	1	11744	9817	1571
ENSG00000182568.16	2	1	20	22	19
ENSG00000183128.7	2	1	34	82	9
ENSG00000183150.7	2	1	496	397	396
ENSG00000183864.4	2	1	2468.52	2905	1834.96
ENSG00000184208.10	2	1	279	284	447
ENSG00000184277.12	2	1	5545	3452	2368
ENSG00000184508.11	2	1	1173	1630	536
ENSG00000185960.14	2	1	51	60	73
ENSG00000186204.14	2	1	15	24	153
ENSG00000186654.20	2	1	654	1387	2154.82
ENSG00000187630.16	2	1	599.84	760.54	358.6
ENSG00000187735.13	2	1	13733.12	4036.27	1957.6
ENSG00000187741.14	2	1	6113	8298	18178
ENSG00000187792.4	2	1	92	171	245
ENSG00000188060.7	2	1	372	400	44
ENSG00000188158.15	2	1	28	19	44
ENSG00000188647.12	2	1	9313	1525	10230.77
ENSG00000188859.6	2	1	586	444	486
ENSG00000189007.15	2	1	4789	1822	2677
ENSG00000189319.13	2	1	2076.65	3901.52	2354.03
ENSG00000196118.11	2	1	193	374	889
ENSG00000196204.11	2	1	2391.46	2832.39	1074.69
ENSG00000196305.17	2	1	16188	12063	12436
ENSG00000196329.11	2	1	1035.35	824.39	343.37
ENSG00000196539.3	2	1	1011.09	1630.84	1732.3
ENSG00000196562.14	2	1	130	162	348
ENSG00000196656.7	2	1	1706.17	6303.55	808.61
ENSG00000196950.13	2	1	5560	1977	1815
ENSG00000197249.13	2	1	251	280	44
ENSG00000197265.8	2	1	5537	1818	821
ENSG00000197483.9	2	1	29	108	303
ENSG00000197653.15	2	1	6	8	24
ENSG00000198018.6	2	1	957	834	212
ENSG00000198400.11	2	1	14	29	59
ENSG00000198604.10	2	1	9877	3397	3610
ENSG00000198646.13	2	1	4115	4051	2496
ENSG00000198815.8	2	1	9823	5955	3691
ENSG00000198858.9	2	1	2220	4603	1496
ENSG00000198879.11	2	1	8968	6254	9092.97
ENSG00000198934.4	2	1	12	13	43
ENSG00000203760.8	2	1	1039	397	183
ENSG00000204227.4	2	1	1336	1838	1735
ENSG00000204397.7	2	1	577	194.28	95
ENSG00000204472.12	2	1	39	40	10
ENSG00000204475.9	2	1	564	1068	184
ENSG00000204802.3	2	1	337.61	521.56	567.1
ENSG00000205138.3	2	1	936	2100	652
ENSG00000205268.10	2	1	8775	3454	5305.38
ENSG00000205277.9	2	1	58	76	28
ENSG00000205758.11	2	1	3097	1037	1449
ENSG00000205808.5	2	1	773	618	415
ENSG00000212743.2	2	1	99	10	188
ENSG00000213551.4	2	1	5166.7	4244.37	3219.26
ENSG00000213889.10	2	1	67	111	58
ENSG00000213906.9	2	1	364.39	435	3412.3
ENSG00000213977.7	2	1	325.71	718.8	271.56
ENSG00000214176.9	2	1	1398.5	1911.7	7813.19
ENSG00000214309.4	2	1	45	86	54
ENSG00000214391.3	2	1	209.31	136.23	65.25
ENSG00000214455.4	2	1	114.97	27.3	45.91
ENSG00000214783.9	2	1	324.38	474.38	500.26
ENSG00000219200.11	2	1	2487.29	3667.06	1481.11
ENSG00000221944.7	2	1	575	258	1217
ENSG00000223959.8	2	1	2453	4426	4537
ENSG00000224424.7	2	1	94	110	41
ENSG00000225210.10	2	1	93.18	39.78	109.4
ENSG00000225535.6	2	1	23	7	34
ENSG00000225548.6	2	1	74	25	77
ENSG00000226942.2	2	1	24.23	92.24	143.36
ENSG00000226950.6	2	1	8778	12370	3797
ENSG00000227017.1	2	1	119	116	45
ENSG00000228727.8	2	1	96.46	52.66	596.48
ENSG00000229474.6	2	1	645	554	1213
ENSG00000229638.1	2	1	1798.32	644.4	111.73
ENSG00000230092.7	2	1	36	10	37
ENSG00000230301.6	2	1	58	7	103
ENSG00000231160.9	2	1	18	10	26
ENSG00000232504.4	2	1	26	10	9
ENSG00000232906.1	2	1	124	20	99
ENSG00000233175.2	2	1	80	83	588
ENSG00000233296.1	2	1	8	7	6
ENSG00000233912.1	2	1	24	13	12
ENSG00000233913.7	2	1	279.02	162.88	11.81
ENSG00000234545.7	2	1	5040.8	1349.81	1671.58
ENSG00000234608.7	2	1	1785	866	562
ENSG00000234618.1	2	1	276.27	288.35	165.1
ENSG00000234771.3	2	1	1417	1889	3700
ENSG00000236137.1	2	1	673	554	382
ENSG00000236941.6	2	1	206	145	188
ENSG00000237265.6	2	1	11	14	31
ENSG00000237506.3	2	1	59.34	617.64	56.1
ENSG00000238197.5	2	1	94	47	71
ENSG00000239557.1	2	1	29.33	13.01	55
ENSG00000240053.8	2	1	518.91	368.05	2934.06
ENSG00000240376.1	2	1	177	91.52	8
ENSG00000240399.1	2	1	113	42	230
ENSG00000243970.3	2	1	1483.71	1299	3863.62
ENSG00000244509.3	2	1	10070	9126	2051
ENSG00000244754.8	2	1	9324	2773	4045.16
ENSG00000245849.7	2	1	756	528	489
ENSG00000247735.2	2	1	34	19	16
ENSG00000249334.1	2	1	56	18	11
ENSG00000249341.1	2	1	119	20	21
ENSG00000249896.2	2	1	10	10	23
ENSG00000250240.5	2	1	21	25	15
ENSG00000250896.1	2	1	54.99	53.6	37.64
ENSG00000250933.1	2	1	66	28	229
ENSG00000254231.2	2	1	19	6	12
ENSG00000257524.6	2	1	596.71	600.95	1713.2
ENSG00000258429.1	2	1	251.15	805.92	282.39
ENSG00000259158.4	2	1	54.85	5.73	106.96
ENSG00000259172.1	2	1	28	43	54
ENSG00000259623.1	2	1	1384	376	180
ENSG00000259660.2	2	1	370	460	936
ENSG00000259669.5	2	1	1464	626	583
ENSG00000259705.1	2	1	12	6	8
ENSG00000259726.1	2	1	37.13	76.08	288.55
ENSG00000259974.2	2	1	7	8	12
ENSG00000260139.6	2	1	33	46.2	274.62
ENSG00000260238.6	2	1	69.84	103.6	36.21
ENSG00000260518.2	2	1	177.39	71	35.11
ENSG00000260597.1	2	1	12	7	31
ENSG00000260852.1	2	1	237	280	170
ENSG00000260855.1	2	1	73	22	96
ENSG00000260896.5	2	1	874	341	142
ENSG00000261115.5	2	1	654	399	286
ENSG00000261270.1	2	1	102.43	44.91	125.84
ENSG00000261740.6	2	1	3860.95	1863.78	1037.05
ENSG00000262209.2	2	1	71.6	93.81	155.41
ENSG00000262420.3	2	1	31	45	23
ENSG00000262712.1	2	1	46	85	76
ENSG00000263001.5	2	1	13544.66	7360.75	12859.04
ENSG00000263753.7	2	1	2377	2115	990
ENSG00000264364.2	2	1	4274	3477	1149
ENSG00000265218.1	2	1	75.63	8.04	52.02
ENSG00000267060.5	2	1	98.94	68.57	100.38
ENSG00000267272.5	2	1	23	26	68
ENSG00000267277.1	2	1	86	107	146
ENSG00000267645.5	2	1	24.85	2186.33	515.15
ENSG00000268061.5	2	1	343	663	106
ENSG00000268333.1	2	1	26	13	59
ENSG00000270605.1	2	1	2620	1870	1206
ENSG00000272040.1	2	1	109	19	116
ENSG00000272501.1	2	1	415	454	250
ENSG00000272841.1	2	1	45	21	14
ENSG00000273080.1	2	1	42	19	13
ENSG00000273162.1	2	1	184	97	109
ENSG00000273329.1	2	1	553	313	512
ENSG00000273759.1	2	1	74	41	114
ENSG00000273783.1	2	1	34	22	11
ENSG00000274523.4	2	1	4796	4893	1988
ENSG00000274615.1	2	1	873.12	64.4	1671.89
ENSG00000274893.1	2	1	53.6	13.82	41.72
ENSG00000276291.5	2	1	525	381	663
ENSG00000276476.2	2	1	317	141	371
ENSG00000276791.1	2	1	109	179	356
ENSG00000276805.2	2	1	120.48	162.11	672.5
ENSG00000277443.2	2	1	30290	8534	5897
ENSG00000277744.1	2	1	20	12	48
ENSG00000278463.1	2	1	14	52	43
ENSG00000278558.4	2	1	45.17	158.78	649.41
ENSG00000278637.1	2	1	90	55	28
ENSG00000278986.1	2	1	124.46	110.67	135.8
ENSG00000279192.1	2	1	707	247	677
ENSG00000279233.1	2	1	210	168	608
ENSG00000280106.1	2	1	213	36	96
ENSG00000281501.1	2	1	155	77	122
ENSG00000282458.1	2	1	5698.46	3568.73	38681.7
ENSG00000284523.1	2	1	22	13	11
ENSG00000285427.1	2	1	67.81	82.35	32.71
ENSG00000285521.1	2	1	17	12	14
gSpikein_ERCC-00013	2	1	58086	5972	13201
gSpikein_ERCC-00022	2	1	41149	7543	10255
gSpikein_ERCC-00069	2	1	371	48	53
gSpikein_ERCC-00074	2	1	472	31	49
gSpikein_ERCC-00078	2	1	439	81	90
gSpikein_ERCC-00092	2	1	143	26	34
